,year,home_team,month,day,attend,day_of_week,opponent,temp,skies,day_night,cap,shirt,fireworks,bobblehead,hum>average,attend_inc,attend_thousands
66,2012,Baltimore Orioles,SEP,6,32409,Thursday,New York Yankees,80,Cloudy,Night,NO,NO,NO,NO,NO,25310,32
67,2012,Baltimore Orioles,SEP,7,28603,Friday,New York Yankees,83,Clear,Night,NO,NO,NO,NO,YES,-3806,29
68,2012,Baltimore Orioles,SEP,8,32247,Saturday,New York Yankees,67,Cloudy,Night,NO,NO,NO,NO,YES,3644,32
69,2012,Baltimore Orioles,SEP,9,28242,Sunday,New York Yankees,74,Cloudy,Day,NO,NO,NO,NO,NO,-4005,28
70,2012,Baltimore Orioles,SEP,11,16680,Tuesday,Tampa Bay Rays,75,Cloudy,Night,NO,NO,NO,NO,YES,-11562,17
79,2012,Boston Red Sox,APR,13,25922,Friday,Tampa Bay Rays,58,Cloudy,Day,NO,NO,NO,NO,NO,,26
80,2012,Boston Red Sox,APR,14,26617,Saturday,Tampa Bay Rays,72,Cloudy,Day,NO,NO,NO,NO,YES,695,27
81,2012,Boston Red Sox,APR,15,26617,Sunday,Tampa Bay Rays,72,Cloudy,Day,NO,NO,NO,NO,NO,0,27
82,2012,Boston Red Sox,APR,16,26676,Monday,Tampa Bay Rays,79,Cloudy,Day,NO,NO,NO,NO,NO,59,27
83,2012,Boston Red Sox,APR,17,26760,Tuesday,Texas Rangers,78,Cloudy,Night,NO,NO,NO,NO,YES,84,27
84,2012,Boston Red Sox,APR,18,26577,Wednesday,Texas Rangers,51,Cloudy,Night,NO,NO,NO,NO,NO,-183,27
85,2012,Boston Red Sox,APR,20,25739,Friday,New York Yankees,79,Cloudy,Day,NO,NO,NO,NO,NO,-838,26
86,2012,Boston Red Sox,APR,21,26487,Saturday,New York Yankees,78,Cloudy,Day,NO,NO,NO,NO,YES,748,26
87,2012,Boston Red Sox,APR,30,26151,Monday,Oakland Athletics,52,Cloudy,Night,NO,NO,NO,NO,YES,-336,26
88,2012,Boston Red Sox,MAY,1,26058,Tuesday,Oakland Athletics,46,Rainy,Night,NO,NO,NO,NO,YES,-93,26
89,2012,Boston Red Sox,MAY,2,26204,Wednesday,Oakland Athletics,47,Cloudy,Night,NO,NO,NO,NO,YES,146,26
90,2012,Boston Red Sox,MAY,4,26056,Friday,Baltimore Orioles,53,Rainy,Night,NO,NO,NO,NO,NO,-148,26
91,2012,Boston Red Sox,MAY,5,26307,Saturday,Baltimore Orioles,56,Cloudy,Day,NO,NO,NO,NO,,251,26
92,2012,Boston Red Sox,MAY,6,26176,Sunday,Baltimore Orioles,54,Cloudy,Day,NO,NO,NO,NO,YES,-131,26
93,2012,Boston Red Sox,MAY,10,26144,Thursday,Cleveland Indians,60,Cloudy,Night,NO,NO,NO,NO,NO,-32,26
94,2012,Boston Red Sox,MAY,11,26207,Friday,Cleveland Indians,64,Cloudy,Night,NO,NO,NO,NO,NO,63,26
95,2012,Boston Red Sox,MAY,12,26634,Saturday,Cleveland Indians,77,Clear,Night,NO,NO,NO,NO,NO,427,27
96,2012,Boston Red Sox,MAY,13,26328,Sunday,Cleveland Indians,74,Cloudy,Day,NO,NO,NO,NO,YES,-306,26
97,2012,Boston Red Sox,MAY,14,26134,Monday,Seattle Mariners,57,Cloudy,Night,NO,YES,NO,NO,YES,-194,26
98,2012,Boston Red Sox,MAY,15,26104,Tuesday,Seattle Mariners,70,Cloudy,Day,NO,YES,NO,NO,YES,-30,26
99,2012,Boston Red Sox,MAY,25,26316,Friday,Tampa Bay Rays,73,Cloudy,Night,NO,NO,NO,NO,YES,212,26
100,2012,Boston Red Sox,MAY,26,26669,Saturday,Tampa Bay Rays,83,Cloudy,Night,NO,NO,NO,NO,NO,353,27
101,2012,Boston Red Sox,MAY,27,26491,Sunday,Tampa Bay Rays,70,Cloudy,Day,NO,NO,NO,NO,NO,-178,26
102,2012,Boston Red Sox,MAY,28,26545,Monday,Detroit Tigers,69,Clear,Day,NO,NO,NO,NO,YES,54,27
103,2012,Boston Red Sox,MAY,29,26051,Tuesday,Detroit Tigers,68,Cloudy,Night,NO,NO,NO,NO,YES,-494,26
104,2012,Boston Red Sox,MAY,30,26036,Wednesday,Detroit Tigers,75,Cloudy,Night,NO,NO,NO,NO,YES,-15,26
105,2012,Boston Red Sox,MAY,31,26340,Thursday,Detroit Tigers,76,Cloudy,Night,NO,NO,NO,NO,NO,304,26
106,2012,Boston Red Sox,JUN,5,26027,Tuesday,Baltimore Orioles,55,Cloudy,Night,NO,NO,NO,NO,NO,-313,26
107,2012,Boston Red Sox,JUN,6,26070,Wednesday,Baltimore Orioles,58,Cloudy,Night,NO,NO,NO,NO,NO,43,26
108,2012,Boston Red Sox,JUN,7,26115,Thursday,Baltimore Orioles,59,Cloudy,Night,NO,NO,NO,NO,NO,45,26
109,2012,Boston Red Sox,JUN,8,26116,Friday,Washington Nationals,67,Cloudy,Night,NO,NO,NO,NO,YES,1,26
110,2012,Boston Red Sox,JUN,9,26274,Saturday,Washington Nationals,78,Cloudy,Day,NO,NO,NO,NO,YES,158,26
111,2012,Boston Red Sox,JUN,10,26227,Sunday,Washington Nationals,76,Clear,Day,NO,NO,NO,NO,YES,-47,26
112,2012,Boston Red Sox,JUN,19,26391,Tuesday,Miami Marlins,74,Cloudy,Night,NO,NO,NO,NO,YES,164,26
113,2012,Boston Red Sox,JUN,20,26153,Wednesday,Miami Marlins,96,Cloudy,Night,NO,NO,NO,NO,NO,-238,26
114,2012,Boston Red Sox,JUN,21,26083,Thursday,Miami Marlins,92,Clear,Night,NO,NO,NO,NO,YES,-70,26
115,2012,Boston Red Sox,JUN,22,26097,Friday,Atlanta Braves,74,Cloudy,Night,NO,NO,NO,NO,NO,14,26
116,2012,Boston Red Sox,JUN,23,26447,Saturday,Atlanta Braves,65,Cloudy,Night,NO,NO,NO,NO,NO,350,26
117,2012,Boston Red Sox,JUN,24,26296,Sunday,Atlanta Braves,82,Clear,Day,NO,NO,NO,NO,NO,-151,26
118,2012,Boston Red Sox,JUN,25,26046,Monday,Toronto Blue Jays,72,Cloudy,Night,NO,NO,NO,NO,YES,-250,26
119,2012,Boston Red Sox,JUN,26,26428,Tuesday,Toronto Blue Jays,69,Cloudy,Night,NO,NO,NO,NO,,382,26
120,2012,Boston Red Sox,JUN,27,26421,Wednesday,Toronto Blue Jays,75,Cloudy,Day,NO,NO,NO,NO,NO,-7,26
121,2012,Boston Red Sox,JUL,6,26646,Friday,New York Yankees,81,Cloudy,Night,NO,NO,NO,NO,YES,225,27
122,2012,Boston Red Sox,JUL,7,26719,Saturday,New York Yankees,85,Cloudy,Day,NO,NO,NO,NO,YES,73,27
123,2012,Boston Red Sox,JUL,7,26454,Saturday,New York Yankees,86,Cloudy,Night,NO,NO,NO,NO,NO,-265,26
124,2012,Boston Red Sox,JUL,8,26789,Sunday,New York Yankees,87,Cloudy,Night,NO,NO,NO,NO,NO,335,27
125,2012,Boston Red Sox,JUL,16,26834,Monday,Chicago White Sox,79,Cloudy,Night,NO,NO,NO,NO,,45,27
126,2012,Boston Red Sox,JUL,17,26440,Tuesday,Chicago White Sox,89,Clear,Night,NO,NO,NO,NO,YES,-394,26
127,2012,Boston Red Sox,JUL,18,26157,Wednesday,Chicago White Sox,73,Cloudy,Night,NO,NO,NO,NO,NO,-283,26
128,2012,Boston Red Sox,JUL,19,26889,Thursday,Chicago White Sox,75,Cloudy,Night,NO,NO,NO,NO,NO,732,27
129,2012,Boston Red Sox,JUL,20,26665,Friday,Toronto Blue Jays,69,Cloudy,Night,NO,NO,NO,NO,YES,-224,27
130,2012,Boston Red Sox,JUL,21,26719,Saturday,Toronto Blue Jays,72,Cloudy,Night,NO,NO,NO,NO,NO,54,27
131,2012,Boston Red Sox,JUL,22,26416,Sunday,Toronto Blue Jays,84,Cloudy,Day,NO,NO,NO,NO,YES,-303,26
132,2012,Boston Red Sox,JUL,30,26449,Monday,Detroit Tigers,79,Clear,Night,NO,NO,NO,NO,NO,33,26
133,2012,Boston Red Sox,JUL,31,26092,Tuesday,Detroit Tigers,68,Rainy,Night,NO,NO,NO,NO,NO,-357,26
134,2012,Boston Red Sox,AUG,1,26049,Wednesday,Detroit Tigers,75,Cloudy,Night,NO,NO,NO,NO,,-43,26
135,2012,Boston Red Sox,AUG,2,26034,Thursday,Minnesota Twins,84,Cloudy,Night,NO,NO,NO,NO,YES,-15,26
136,2012,Boston Red Sox,AUG,3,26100,Friday,Minnesota Twins,88,Cloudy,Night,NO,NO,NO,NO,YES,66,26
137,2012,Boston Red Sox,AUG,4,26540,Saturday,Minnesota Twins,79,Cloudy,Night,NO,NO,NO,NO,YES,440,27
138,2012,Boston Red Sox,AUG,5,25913,Sunday,Minnesota Twins,89,Cloudy,Day,NO,NO,NO,NO,YES,-627,26
139,2012,Boston Red Sox,AUG,6,26121,Monday,Texas Rangers,79,Cloudy,Night,NO,NO,NO,NO,NO,208,26
140,2012,Boston Red Sox,AUG,7,26891,Tuesday,Texas Rangers,75,Cloudy,Night,NO,NO,NO,NO,YES,770,27
141,2012,Boston Red Sox,AUG,8,26401,Wednesday,Texas Rangers,85,Cloudy,Day,NO,NO,NO,NO,YES,-490,26
142,2012,Boston Red Sox,AUG,21,26456,Tuesday,Los Angeles Angels,79,Cloudy,Night,NO,NO,NO,NO,NO,55,26
143,2012,Boston Red Sox,AUG,22,26161,Wednesday,Los Angeles Angels,74,Cloudy,Night,NO,NO,NO,NO,NO,-295,26
144,2012,Boston Red Sox,AUG,23,26480,Thursday,Los Angeles Angels,84,Cloudy,Night,NO,NO,NO,NO,YES,319,26
145,2012,Boston Red Sox,AUG,24,26060,Friday,Kansas City Royals,74,Cloudy,Night,NO,NO,NO,NO,NO,-420,26
146,2012,Boston Red Sox,AUG,25,25972,Saturday,Kansas City Royals,73,Cloudy,Night,NO,NO,NO,NO,NO,-88,26
147,2012,Boston Red Sox,AUG,26,26032,Sunday,Kansas City Royals,76,Clear,Day,NO,NO,NO,NO,YES,60,26
148,2012,Boston Red Sox,AUG,27,26254,Monday,Kansas City Royals,84,Clear,Day,NO,NO,NO,NO,NO,222,26
149,2012,Boston Red Sox,SEP,7,26009,Friday,Toronto Blue Jays,77,Cloudy,Night,NO,NO,NO,NO,NO,-245,26
150,2012,Boston Red Sox,SEP,8,25975,Saturday,Toronto Blue Jays,77,Cloudy,Night,NO,NO,NO,NO,YES,-34,26
151,2012,Boston Red Sox,SEP,9,26058,Sunday,Toronto Blue Jays,67,Cloudy,Day,NO,NO,NO,NO,NO,83,26
160,2012,Chicago White Sox,APR,13,27073,Friday,Detroit Tigers,64,Cloudy,Day,NO,NO,NO,NO,YES,,27
161,2012,Chicago White Sox,APR,14,23118,Saturday,Detroit Tigers,63,Cloudy,Day,YES,NO,NO,NO,NO,-3955,23
162,2012,Chicago White Sox,APR,15,17600,Sunday,Detroit Tigers,73,Cloudy,Day,NO,NO,NO,NO,NO,-5518,18
163,2012,Chicago White Sox,APR,16,9612,Monday,Baltimore Orioles,53,Cloudy,Night,NO,NO,NO,NO,YES,-7988,10
164,2012,Chicago White Sox,APR,17,7887,Tuesday,Baltimore Orioles,51,Clear,Night,NO,NO,NO,NO,NO,-1725,8
165,2012,Chicago White Sox,APR,18,9673,Wednesday,Baltimore Orioles,68,Cloudy,Night,NO,NO,NO,NO,NO,1786,10
166,2012,Chicago White Sox,APR,19,8285,Thursday,Baltimore Orioles,50,Cloudy,Day,NO,NO,NO,NO,YES,-1388,8
167,2012,Chicago White Sox,APR,26,14186,Thursday,Boston Red Sox,39,Clear,Night,NO,NO,NO,NO,NO,5901,14
168,2012,Chicago White Sox,APR,27,14290,Friday,Boston Red Sox,39,Cloudy,Night,NO,NO,YES,NO,NO,104,14
169,2012,Chicago White Sox,APR,28,14040,Saturday,Boston Red Sox,46,Cloudy,Night,NO,NO,YES,NO,NO,-250,14
170,2012,Chicago White Sox,APR,29,15968,Sunday,Boston Red Sox,47,Cloudy,Day,NO,NO,NO,NO,NO,1928,16
171,2012,Chicago White Sox,MAY,1,10648,Tuesday,Cleveland Indians,56,Cloudy,Night,NO,NO,NO,NO,YES,-5320,11
172,2012,Chicago White Sox,MAY,2,10634,Wednesday,Cleveland Indians,76,Cloudy,Night,NO,NO,NO,NO,NO,-14,11
173,2012,Chicago White Sox,MAY,3,12120,Thursday,Cleveland Indians,82,Cloudy,Night,NO,NO,NO,NO,NO,1486,12
174,2012,Chicago White Sox,MAY,11,13390,Friday,Kansas City Royals,74,Clear,Night,NO,NO,YES,NO,NO,1270,13
175,2012,Chicago White Sox,MAY,12,14046,Saturday,Kansas City Royals,54,Cloudy,Night,NO,NO,YES,NO,YES,656,14
176,2012,Chicago White Sox,MAY,13,15845,Sunday,Kansas City Royals,58,Cloudy,Day,NO,NO,NO,NO,YES,1799,16
177,2012,Chicago White Sox,MAY,14,16477,Monday,Detroit Tigers,70,Cloudy,Night,NO,NO,NO,NO,YES,632,16
178,2012,Chicago White Sox,MAY,15,15031,Tuesday,Detroit Tigers,83,Clear,Day,NO,NO,NO,NO,YES,-1446,15
179,2012,Chicago White Sox,MAY,22,14018,Tuesday,Minnesota Twins,62,Clear,Night,NO,NO,NO,NO,YES,-1013,14
180,2012,Chicago White Sox,MAY,23,14045,Wednesday,Minnesota Twins,72,Cloudy,Night,NO,NO,NO,NO,NO,27,14
181,2012,Chicago White Sox,MAY,24,14117,Thursday,Minnesota Twins,82,Clear,Night,NO,NO,NO,NO,YES,72,14
182,2012,Chicago White Sox,MAY,25,14960,Friday,Cleveland Indians,66,Clear,Night,NO,NO,YES,NO,YES,843,15
183,2012,Chicago White Sox,MAY,26,19006,Saturday,Cleveland Indians,73,Cloudy,Day,NO,NO,NO,YES,NO,4046,19
184,2012,Chicago White Sox,MAY,27,15527,Sunday,Cleveland Indians,93,Cloudy,Day,NO,NO,NO,NO,YES,-3479,16
185,2012,Chicago White Sox,JUN,1,13418,Friday,Seattle Mariners,57,Clear,Night,NO,NO,YES,NO,NO,-2109,13
186,2012,Chicago White Sox,JUN,2,18340,Saturday,Seattle Mariners,73,Cloudy,Day,NO,NO,NO,NO,YES,4922,18
187,2012,Chicago White Sox,JUN,3,16143,Sunday,Seattle Mariners,75,Cloudy,Day,NO,NO,NO,NO,NO,-2197,16
188,2012,Chicago White Sox,JUN,5,16175,Tuesday,Toronto Blue Jays,58,Clear,Night,NO,NO,NO,NO,NO,32,16
189,2012,Chicago White Sox,JUN,6,17970,Wednesday,Toronto Blue Jays,66,Clear,Night,NO,NO,NO,NO,NO,1795,18
190,2012,Chicago White Sox,JUN,7,18020,Thursday,Toronto Blue Jays,72,Clear,Night,NO,NO,NO,NO,YES,50,18
191,2012,Chicago White Sox,JUN,8,15716,Friday,Houston Astros,83,Cloudy,Night,NO,NO,YES,NO,NO,-2304,16
192,2012,Chicago White Sox,JUN,9,16016,Saturday,Houston Astros,87,Clear,Day,NO,NO,NO,NO,YES,300,16
193,2012,Chicago White Sox,JUN,10,14279,Sunday,Houston Astros,89,Cloudy,Day,NO,NO,NO,NO,NO,-1737,14
194,2012,Chicago White Sox,JUN,18,23250,Monday,Chicago Cubs,88,Clear,Night,NO,NO,NO,NO,YES,8971,23
195,2012,Chicago White Sox,JUN,19,21197,Tuesday,Chicago Cubs,88,Cloudy,Night,NO,NO,NO,NO,NO,-2053,21
196,2012,Chicago White Sox,JUN,20,22618,Wednesday,Chicago Cubs,86,Clear,Night,NO,NO,NO,NO,YES,1421,23
197,2012,Chicago White Sox,JUN,22,15959,Friday,Milwaukee Brewers,75,Cloudy,Night,NO,NO,YES,NO,NO,-6659,16
198,2012,Chicago White Sox,JUN,23,21236,Saturday,Milwaukee Brewers,75,Cloudy,Night,NO,NO,YES,NO,YES,5277,21
199,2012,Chicago White Sox,JUN,24,18582,Sunday,Milwaukee Brewers,89,Cloudy,Day,NO,YES,NO,NO,YES,-2654,19
200,2012,Chicago White Sox,JUL,3,21128,Tuesday,Texas Rangers,93,Cloudy,Night,NO,NO,NO,NO,NO,2546,21
201,2012,Chicago White Sox,JUL,4,21190,Wednesday,Texas Rangers,97,Cloudy,Night,NO,NO,YES,NO,YES,62,21
202,2012,Chicago White Sox,JUL,5,14902,Thursday,Texas Rangers,99,Clear,Day,NO,NO,NO,NO,NO,-6288,15
203,2012,Chicago White Sox,JUL,6,18990,Friday,Toronto Blue Jays,91,Clear,Night,NO,NO,YES,NO,,4088,19
204,2012,Chicago White Sox,JUL,7,17779,Saturday,Toronto Blue Jays,75,Cloudy,Day,NO,NO,NO,YES,NO,-1211,18
205,2012,Chicago White Sox,JUL,8,19033,Sunday,Toronto Blue Jays,75,Cloudy,Day,NO,NO,NO,NO,NO,1254,19
206,2012,Chicago White Sox,JUL,23,26452,Monday,Minnesota Twins,90,Cloudy,Night,NO,NO,NO,NO,YES,7419,26
207,2012,Chicago White Sox,JUL,24,24300,Tuesday,Minnesota Twins,75,Cloudy,Night,NO,NO,NO,NO,NO,-2152,24
208,2012,Chicago White Sox,JUL,25,22583,Wednesday,Minnesota Twins,92,Cloudy,Day,NO,NO,NO,NO,NO,-1717,23
209,2012,Chicago White Sox,AUG,3,22442,Friday,Los Angeles Angels,80,Clear,Night,NO,NO,YES,NO,YES,-141,22
210,2012,Chicago White Sox,AUG,4,20000,Saturday,Los Angeles Angels,72,Cloudy,Night,NO,NO,NO,YES,NO,-2442,20
211,2012,Chicago White Sox,AUG,5,21141,Sunday,Los Angeles Angels,82,Clear,Day,NO,NO,NO,NO,NO,1141,21
212,2012,Chicago White Sox,AUG,6,21068,Monday,Kansas City Royals,82,Clear,Night,NO,NO,NO,NO,YES,-73,21
213,2012,Chicago White Sox,AUG,7,19036,Tuesday,Kansas City Royals,86,Cloudy,Night,NO,NO,NO,NO,NO,-2032,19
214,2012,Chicago White Sox,AUG,8,17606,Wednesday,Kansas City Royals,73,Cloudy,Night,NO,NO,NO,NO,YES,-1430,18
215,2012,Chicago White Sox,AUG,10,17529,Friday,Oakland Athletics,68,Cloudy,Night,NO,NO,YES,NO,YES,-77,18
216,2012,Chicago White Sox,AUG,11,18680,Saturday,Oakland Athletics,70,Clear,Night,YES,NO,NO,NO,YES,1151,19
217,2012,Chicago White Sox,AUG,12,17574,Sunday,Oakland Athletics,75,Cloudy,Day,NO,NO,NO,NO,YES,-1106,18
218,2012,Chicago White Sox,AUG,20,19293,Monday,New York Yankees,71,Cloudy,Night,NO,NO,NO,NO,NO,1719,19
219,2012,Chicago White Sox,AUG,21,16973,Tuesday,New York Yankees,73,Clear,Night,NO,NO,NO,NO,YES,-2320,17
